lambda_over_k0,re_integrand,im_integrand
4.3580000000e+00,3.6425705404e-02,0.0000000000e+00
4.3585000000e+00,3.6439685953e-02,0.0000000000e+00
4.3590000000e+00,3.6453582753e-02,0.0000000000e+00
4.3595000000e+00,3.6467395781e-02,0.0000000000e+00
4.3600000000e+00,3.6481125017e-02,0.0000000000e+00
4.3605000000e+00,3.6494770439e-02,0.0000000000e+00
4.3610000000e+00,3.6508332028e-02,0.0000000000e+00
4.3615000000e+00,3.6521809762e-02,0.0000000000e+00
4.3620000000e+00,3.6535203622e-02,0.0000000000e+00
4.3625000000e+00,3.6548513586e-02,0.0000000000e+00
4.3630000000e+00,3.6561739636e-02,0.0000000000e+00
4.3635000000e+00,3.6574881751e-02,0.0000000000e+00
4.3640000000e+00,3.6587939913e-02,0.0000000000e+00
4.3645000000e+00,3.6600914100e-02,0.0000000000e+00
4.3650000000e+00,3.6613804295e-02,0.0000000000e+00
4.3655000000e+00,3.6626610479e-02,0.0000000000e+00
4.3660000000e+00,3.6639332632e-02,0.0000000000e+00
4.3665000000e+00,3.6651970735e-02,0.0000000000e+00
4.3670000000e+00,3.6664524772e-02,0.0000000000e+00
4.3675000000e+00,3.6676994722e-02,0.0000000000e+00
4.3680000000e+00,3.6689380569e-02,0.0000000000e+00
4.3685000000e+00,3.6701682294e-02,0.0000000000e+00
4.3690000000e+00,3.6713899881e-02,0.0000000000e+00
4.3695000000e+00,3.6726033310e-02,0.0000000000e+00
4.3700000000e+00,3.6738082565e-02,0.0000000000e+00
4.3705000000e+00,3.6750047630e-02,0.0000000000e+00
4.3710000000e+00,3.6761928486e-02,0.0000000000e+00
4.3715000000e+00,3.6773725118e-02,0.0000000000e+00
4.3720000000e+00,3.6785437508e-02,0.0000000000e+00
4.3725000000e+00,3.6797065641e-02,0.0000000000e+00
4.3730000000e+00,3.6808609500e-02,0.0000000000e+00
4.3735000000e+00,3.6820069070e-02,0.0000000000e+00
4.3740000000e+00,3.6831444335e-02,0.0000000000e+00
4.3745000000e+00,3.6842735278e-02,0.0000000000e+00
4.3750000000e+00,3.6853941886e-02,0.0000000000e+00
4.3755000000e+00,3.6865064142e-02,0.0000000000e+00
4.3760000000e+00,3.6876102031e-02,0.0000000000e+00
4.3765000000e+00,3.6887055539e-02,0.0000000000e+00
4.3770000000e+00,3.6897924652e-02,0.0000000000e+00
4.3775000000e+00,3.6908709354e-02,0.0000000000e+00
4.3780000000e+00,3.6919409632e-02,0.0000000000e+00
4.3785000000e+00,3.6930025472e-02,0.0000000000e+00
4.3790000000e+00,3.6940556859e-02,0.0000000000e+00
4.3795000000e+00,3.6951003780e-02,0.0000000000e+00
4.3800000000e+00,3.6961366221e-02,0.0000000000e+00
4.3805000000e+00,3.6971644170e-02,0.0000000000e+00
4.3810000000e+00,3.6981837614e-02,0.0000000000e+00
4.3815000000e+00,3.6991946538e-02,0.0000000000e+00
4.3820000000e+00,3.7001970931e-02,0.0000000000e+00
4.3825000000e+00,3.7011910781e-02,0.0000000000e+00
4.3830000000e+00,3.7021766074e-02,0.0000000000e+00
4.3835000000e+00,3.7031536798e-02,0.0000000000e+00
4.3840000000e+00,3.7041222943e-02,0.0000000000e+00
4.3845000000e+00,3.7050824496e-02,0.0000000000e+00
4.3850000000e+00,3.7060341445e-02,0.0000000000e+00
4.3855000000e+00,3.7069773779e-02,0.0000000000e+00
4.3860000000e+00,3.7079121487e-02,0.0000000000e+00
4.3865000000e+00,3.7088384558e-02,0.0000000000e+00
4.3870000000e+00,3.7097562981e-02,0.0000000000e+00
4.3875000000e+00,3.7106656746e-02,0.0000000000e+00
4.3880000000e+00,3.7115665842e-02,0.0000000000e+00
4.3885000000e+00,3.7124590258e-02,0.0000000000e+00
4.3890000000e+00,3.7133429986e-02,0.0000000000e+00
4.3895000000e+00,3.7142185015e-02,0.0000000000e+00
4.3900000000e+00,3.7150855335e-02,0.0000000000e+00
4.3905000000e+00,3.7159440937e-02,0.0000000000e+00
4.3910000000e+00,3.7167941812e-02,0.0000000000e+00
4.3915000000e+00,3.7176357951e-02,0.0000000000e+00
4.3920000000e+00,3.7184689344e-02,0.0000000000e+00
4.3925000000e+00,3.7192935984e-02,0.0000000000e+00
4.3930000000e+00,3.7201097861e-02,0.0000000000e+00
4.3935000000e+00,3.7209174967e-02,0.0000000000e+00
4.3940000000e+00,3.7217167294e-02,0.0000000000e+00
4.3945000000e+00,3.7225074835e-02,0.0000000000e+00
4.3950000000e+00,3.7232897581e-02,0.0000000000e+00
4.3955000000e+00,3.7240635525e-02,0.0000000000e+00
4.3960000000e+00,3.7248288660e-02,0.0000000000e+00
4.3965000000e+00,3.7255856978e-02,0.0000000000e+00
4.3970000000e+00,3.7263340472e-02,0.0000000000e+00
4.3975000000e+00,3.7270739136e-02,0.0000000000e+00
4.3980000000e+00,3.7278052964e-02,0.0000000000e+00
4.3985000000e+00,3.7285281948e-02,0.0000000000e+00
4.3990000000e+00,3.7292426082e-02,0.0000000000e+00
4.3995000000e+00,3.7299485361e-02,0.0000000000e+00
4.4000000000e+00,3.7306459778e-02,0.0000000000e+00
4.4005000000e+00,3.7313349328e-02,0.0000000000e+00
4.4010000000e+00,3.7320154006e-02,0.0000000000e+00
4.4015000000e+00,3.7326873806e-02,0.0000000000e+00
4.4020000000e+00,3.7333508724e-02,0.0000000000e+00
4.4025000000e+00,3.7340058754e-02,0.0000000000e+00
4.4030000000e+00,3.7346523891e-02,0.0000000000e+00
4.4035000000e+00,3.7352904131e-02,0.0000000000e+00
4.4040000000e+00,3.7359199471e-02,0.0000000000e+00
4.4045000000e+00,3.7365409905e-02,0.0000000000e+00
4.4050000000e+00,3.7371535429e-02,0.0000000000e+00
4.4055000000e+00,3.7377576041e-02,0.0000000000e+00
4.4060000000e+00,3.7383531737e-02,0.0000000000e+00
4.4065000000e+00,3.7389402512e-02,0.0000000000e+00
4.4070000000e+00,3.7395188365e-02,0.0000000000e+00
4.4075000000e+00,3.7400889292e-02,0.0000000000e+00
4.4080000000e+00,3.7406505290e-02,0.0000000000e+00
4.4085000000e+00,3.7412036356e-02,0.0000000000e+00
4.4090000000e+00,3.7417482489e-02,0.0000000000e+00
4.4095000000e+00,3.7422843686e-02,0.0000000000e+00
4.4100000000e+00,3.7428119945e-02,0.0000000000e+00
4.4105000000e+00,3.7433311264e-02,0.0000000000e+00
4.4110000000e+00,3.7438417642e-02,0.0000000000e+00
4.4115000000e+00,3.7443439077e-02,0.0000000000e+00
4.4120000000e+00,3.7448375568e-02,0.0000000000e+00
4.4125000000e+00,3.7453227113e-02,0.0000000000e+00
4.4130000000e+00,3.7457993713e-02,0.0000000000e+00
4.4135000000e+00,3.7462675365e-02,0.0000000000e+00
4.4140000000e+00,3.7467272071e-02,0.0000000000e+00
4.4145000000e+00,3.7471783829e-02,0.0000000000e+00
4.4150000000e+00,3.7476210639e-02,0.0000000000e+00
4.4155000000e+00,3.7480552502e-02,0.0000000000e+00
4.4160000000e+00,3.7484809417e-02,0.0000000000e+00
4.4165000000e+00,3.7488981386e-02,0.0000000000e+00
4.4170000000e+00,3.7493068408e-02,0.0000000000e+00
4.4175000000e+00,3.7497070485e-02,0.0000000000e+00
4.4180000000e+00,3.7500987617e-02,0.0000000000e+00
4.4185000000e+00,3.7504819807e-02,0.0000000000e+00
4.4190000000e+00,3.7508567054e-02,0.0000000000e+00
4.4195000000e+00,3.7512229361e-02,0.0000000000e+00
4.4200000000e+00,3.7515806730e-02,0.0000000000e+00
4.4205000000e+00,3.7519299163e-02,0.0000000000e+00
4.4210000000e+00,3.7522706661e-02,0.0000000000e+00
4.4215000000e+00,3.7526029228e-02,0.0000000000e+00
4.4220000000e+00,3.7529266865e-02,0.0000000000e+00
4.4225000000e+00,3.7532419575e-02,0.0000000000e+00
4.4230000000e+00,3.7535487362e-02,0.0000000000e+00
4.4235000000e+00,3.7538470228e-02,0.0000000000e+00
4.4240000000e+00,3.7541368177e-02,0.0000000000e+00
4.4245000000e+00,3.7544181213e-02,0.0000000000e+00
4.4250000000e+00,3.7546909338e-02,0.0000000000e+00
4.4255000000e+00,3.7549552556e-02,0.0000000000e+00
4.4260000000e+00,3.7552110873e-02,0.0000000000e+00
4.4265000000e+00,3.7554584292e-02,0.0000000000e+00
4.4270000000e+00,3.7556972817e-02,0.0000000000e+00
4.4275000000e+00,3.7559276454e-02,0.0000000000e+00
4.4280000000e+00,3.7561495206e-02,0.0000000000e+00
4.4285000000e+00,3.7563629079e-02,0.0000000000e+00
4.4290000000e+00,3.7565678079e-02,0.0000000000e+00
4.4295000000e+00,3.7567642210e-02,0.0000000000e+00
4.4300000000e+00,3.7569521478e-02,0.0000000000e+00
4.4305000000e+00,3.7571315889e-02,0.0000000000e+00
4.4310000000e+00,3.7573025449e-02,0.0000000000e+00
4.4315000000e+00,3.7574650164e-02,0.0000000000e+00
4.4320000000e+00,3.7576190041e-02,0.0000000000e+00
4.4325000000e+00,3.7577645085e-02,0.0000000000e+00
4.4330000000e+00,3.7579015304e-02,0.0000000000e+00
4.4335000000e+00,3.7580300704e-02,0.0000000000e+00
4.4340000000e+00,3.7581501293e-02,0.0000000000e+00
4.4345000000e+00,3.7582617077e-02,0.0000000000e+00
4.4350000000e+00,3.7583648065e-02,0.0000000000e+00
4.4355000000e+00,3.7584594264e-02,0.0000000000e+00
4.4360000000e+00,3.7585455682e-02,0.0000000000e+00
4.4365000000e+00,3.7586232326e-02,0.0000000000e+00
4.4370000000e+00,3.7586924206e-02,0.0000000000e+00
4.4375000000e+00,3.7587531329e-02,0.0000000000e+00
4.4380000000e+00,3.7588053704e-02,0.0000000000e+00
4.4385000000e+00,3.7588491340e-02,0.0000000000e+00
4.4390000000e+00,3.7588844245e-02,0.0000000000e+00
4.4395000000e+00,3.7589112430e-02,0.0000000000e+00
4.4400000000e+00,3.7589295903e-02,0.0000000000e+00
4.4405000000e+00,3.7589394674e-02,0.0000000000e+00
4.4410000000e+00,3.7589408753e-02,0.0000000000e+00
4.4415000000e+00,3.7589338149e-02,0.0000000000e+00
4.4420000000e+00,3.7589182872e-02,0.0000000000e+00
4.4425000000e+00,3.7588942934e-02,0.0000000000e+00
4.4430000000e+00,3.7588618344e-02,0.0000000000e+00
4.4435000000e+00,3.7588209113e-02,0.0000000000e+00
4.4440000000e+00,3.7587715252e-02,0.0000000000e+00
4.4445000000e+00,3.7587136772e-02,0.0000000000e+00
4.4450000000e+00,3.7586473685e-02,0.0000000000e+00
4.4455000000e+00,3.7585726001e-02,0.0000000000e+00
4.4460000000e+00,3.7584893732e-02,0.0000000000e+00
4.4465000000e+00,3.7583976890e-02,0.0000000000e+00
4.4470000000e+00,3.7582975487e-02,0.0000000000e+00
4.4475000000e+00,3.7581889536e-02,0.0000000000e+00
4.4480000000e+00,3.7580719048e-02,0.0000000000e+00
4.4485000000e+00,3.7579464036e-02,0.0000000000e+00
4.4490000000e+00,3.7578124513e-02,0.0000000000e+00
4.4495000000e+00,3.7576700492e-02,0.0000000000e+00
4.4500000000e+00,3.7575191986e-02,0.0000000000e+00
4.4505000000e+00,3.7573599008e-02,0.0000000000e+00
4.4510000000e+00,3.7571921572e-02,0.0000000000e+00
4.4515000000e+00,3.7570159691e-02,0.0000000000e+00
4.4520000000e+00,3.7568313379e-02,0.0000000000e+00
4.4525000000e+00,3.7566382651e-02,0.0000000000e+00
4.4530000000e+00,3.7564367520e-02,0.0000000000e+00
4.4535000000e+00,3.7562268001e-02,0.0000000000e+00
4.4540000000e+00,3.7560084109e-02,0.0000000000e+00
4.4545000000e+00,3.7557815858e-02,0.0000000000e+00
4.4550000000e+00,3.7555463263e-02,0.0000000000e+00
4.4555000000e+00,3.7553026340e-02,0.0000000000e+00
4.4560000000e+00,3.7550505104e-02,0.0000000000e+00
4.4565000000e+00,3.7547899570e-02,0.0000000000e+00
4.4570000000e+00,3.7545209754e-02,0.0000000000e+00
4.4575000000e+00,3.7542435673e-02,0.0000000000e+00
4.4580000000e+00,3.7539577341e-02,0.0000000000e+00
4.4585000000e+00,3.7536634776e-02,0.0000000000e+00
4.4590000000e+00,3.7533607994e-02,0.0000000000e+00
4.4595000000e+00,3.7530497011e-02,0.0000000000e+00
4.4600000000e+00,3.7527301845e-02,0.0000000000e+00
4.4605000000e+00,3.7524022513e-02,0.0000000000e+00
4.4610000000e+00,3.7520659031e-02,0.0000000000e+00
4.4615000000e+00,3.7517211417e-02,0.0000000000e+00
4.4620000000e+00,3.7513679689e-02,0.0000000000e+00
4.4625000000e+00,3.7510063864e-02,0.0000000000e+00
4.4630000000e+00,3.7506363961e-02,0.0000000000e+00
4.4635000000e+00,3.7502579998e-02,0.0000000000e+00
4.4640000000e+00,3.7498711992e-02,0.0000000000e+00
4.4645000000e+00,3.7494759963e-02,0.0000000000e+00
4.4650000000e+00,3.7490723930e-02,0.0000000000e+00
4.4655000000e+00,3.7486603910e-02,0.0000000000e+00
4.4660000000e+00,3.7482399923e-02,0.0000000000e+00
4.4665000000e+00,3.7478111989e-02,0.0000000000e+00
4.4670000000e+00,3.7473740127e-02,0.0000000000e+00
4.4675000000e+00,3.7469284356e-02,0.0000000000e+00
4.4680000000e+00,3.7464744697e-02,0.0000000000e+00
4.4685000000e+00,3.7460121169e-02,0.0000000000e+00
4.4690000000e+00,3.7455413793e-02,0.0000000000e+00
4.4695000000e+00,3.7450622588e-02,0.0000000000e+00
4.4700000000e+00,3.7445747576e-02,0.0000000000e+00
4.4705000000e+00,3.7440788778e-02,0.0000000000e+00
4.4710000000e+00,3.7435746213e-02,0.0000000000e+00
4.4715000000e+00,3.7430619904e-02,0.0000000000e+00
4.4720000000e+00,3.7425409872e-02,0.0000000000e+00
4.4725000000e+00,3.7420116137e-02,0.0000000000e+00
4.4730000000e+00,3.7414738723e-02,0.0000000000e+00
4.4735000000e+00,3.7409277650e-02,0.0000000000e+00
4.4740000000e+00,3.7403732941e-02,0.0000000000e+00
4.4745000000e+00,3.7398104617e-02,0.0000000000e+00
4.4750000000e+00,3.7392392702e-02,0.0000000000e+00
4.4755000000e+00,3.7386597218e-02,0.0000000000e+00
4.4760000000e+00,3.7380718188e-02,0.0000000000e+00
4.4765000000e+00,3.7374755634e-02,0.0000000000e+00
4.4770000000e+00,3.7368709580e-02,0.0000000000e+00
4.4775000000e+00,3.7362580049e-02,0.0000000000e+00
4.4780000000e+00,3.7356367065e-02,0.0000000000e+00
4.4785000000e+00,3.7350070652e-02,0.0000000000e+00
4.4790000000e+00,3.7343690832e-02,0.0000000000e+00
4.4795000000e+00,3.7337227631e-02,0.0000000000e+00
4.4800000000e+00,3.7330681073e-02,0.0000000000e+00
4.4805000000e+00,3.7324051181e-02,0.0000000000e+00
4.4810000000e+00,3.7317337981e-02,0.0000000000e+00
4.4815000000e+00,3.7310541498e-02,0.0000000000e+00
4.4820000000e+00,3.7303661756e-02,0.0000000000e+00
4.4825000000e+00,3.7296698780e-02,0.0000000000e+00
4.4830000000e+00,3.7289652597e-02,0.0000000000e+00
4.4835000000e+00,3.7282523231e-02,0.0000000000e+00
4.4840000000e+00,3.7275310708e-02,0.0000000000e+00
4.4845000000e+00,3.7268015054e-02,0.0000000000e+00
4.4850000000e+00,3.7260636295e-02,0.0000000000e+00
4.4855000000e+00,3.7253174458e-02,0.0000000000e+00
4.4860000000e+00,3.7245629569e-02,0.0000000000e+00
4.4865000000e+00,3.7238001654e-02,0.0000000000e+00
4.4870000000e+00,3.7230290741e-02,0.0000000000e+00
4.4875000000e+00,3.7222496856e-02,0.0000000000e+00
4.4880000000e+00,3.7214620026e-02,0.0000000000e+00
4.4885000000e+00,3.7206660280e-02,0.0000000000e+00
4.4890000000e+00,3.7198617644e-02,0.0000000000e+00
4.4895000000e+00,3.7190492145e-02,0.0000000000e+00
4.4900000000e+00,3.7182283813e-02,0.0000000000e+00
4.4905000000e+00,3.7173992676e-02,0.0000000000e+00
4.4910000000e+00,3.7165618760e-02,0.0000000000e+00
4.4915000000e+00,3.7157162096e-02,0.0000000000e+00
4.4920000000e+00,3.7148622710e-02,0.0000000000e+00
4.4925000000e+00,3.7140000634e-02,0.0000000000e+00
4.4930000000e+00,3.7131295894e-02,0.0000000000e+00
4.4935000000e+00,3.7122508521e-02,0.0000000000e+00
4.4940000000e+00,3.7113638544e-02,0.0000000000e+00
4.4945000000e+00,3.7104685993e-02,0.0000000000e+00
4.4950000000e+00,3.7095650896e-02,0.0000000000e+00
4.4955000000e+00,3.7086533285e-02,0.0000000000e+00
4.4960000000e+00,3.7077333188e-02,0.0000000000e+00
4.4965000000e+00,3.7068050637e-02,0.0000000000e+00
4.4970000000e+00,3.7058685662e-02,0.0000000000e+00
4.4975000000e+00,3.7049238293e-02,0.0000000000e+00
4.4980000000e+00,3.7039708562e-02,0.0000000000e+00
4.4985000000e+00,3.7030096499e-02,0.0000000000e+00
4.4990000000e+00,3.7020402135e-02,0.0000000000e+00
4.4995000000e+00,3.7010625502e-02,0.0000000000e+00
4.5000000000e+00,3.7000766632e-02,0.0000000000e+00
4.5005000000e+00,3.6990825555e-02,0.0000000000e+00
4.5010000000e+00,3.6980802304e-02,0.0000000000e+00
4.5015000000e+00,3.6970696911e-02,0.0000000000e+00
4.5020000000e+00,3.6960509409e-02,0.0000000000e+00
4.5025000000e+00,3.6950239829e-02,0.0000000000e+00
4.5030000000e+00,3.6939888205e-02,0.0000000000e+00
4.5035000000e+00,3.6929454568e-02,0.0000000000e+00
4.5040000000e+00,3.6918938953e-02,0.0000000000e+00
4.5045000000e+00,3.6908341391e-02,0.0000000000e+00
4.5050000000e+00,3.6897661917e-02,0.0000000000e+00
4.5055000000e+00,3.6886900565e-02,0.0000000000e+00
4.5060000000e+00,3.6876057367e-02,0.0000000000e+00
4.5065000000e+00,3.6865132357e-02,0.0000000000e+00
4.5070000000e+00,3.6854125570e-02,0.0000000000e+00
4.5075000000e+00,3.6843037040e-02,0.0000000000e+00
4.5080000000e+00,3.6831866801e-02,0.0000000000e+00
4.5085000000e+00,3.6820614888e-02,0.0000000000e+00
4.5090000000e+00,3.6809281336e-02,0.0000000000e+00
4.5095000000e+00,3.6797866179e-02,0.0000000000e+00
4.5100000000e+00,3.6786369453e-02,0.0000000000e+00
4.5105000000e+00,3.6774791192e-02,0.0000000000e+00
4.5110000000e+00,3.6763131433e-02,0.0000000000e+00
4.5115000000e+00,3.6751390211e-02,0.0000000000e+00
4.5120000000e+00,3.6739567562e-02,0.0000000000e+00
4.5125000000e+00,3.6727663522e-02,0.0000000000e+00
4.5130000000e+00,3.6715678127e-02,0.0000000000e+00
4.5135000000e+00,3.6703611413e-02,0.0000000000e+00
4.5140000000e+00,3.6691463417e-02,0.0000000000e+00
4.5145000000e+00,3.6679234176e-02,0.0000000000e+00
4.5150000000e+00,3.6666923726e-02,0.0000000000e+00
4.5155000000e+00,3.6654532106e-02,0.0000000000e+00
4.5160000000e+00,3.6642059351e-02,0.0000000000e+00
4.5165000000e+00,3.6629505499e-02,0.0000000000e+00
4.5170000000e+00,3.6616870588e-02,0.0000000000e+00
4.5175000000e+00,3.6604154656e-02,0.0000000000e+00
4.5180000000e+00,3.6591357740e-02,0.0000000000e+00
4.5185000000e+00,3.6578479880e-02,0.0000000000e+00
4.5190000000e+00,3.6565521112e-02,0.0000000000e+00
4.5195000000e+00,3.6552481476e-02,0.0000000000e+00
4.5200000000e+00,3.6539361010e-02,0.0000000000e+00
4.5205000000e+00,3.6526159754e-02,0.0000000000e+00
4.5210000000e+00,3.6512877745e-02,0.0000000000e+00
4.5215000000e+00,3.6499515024e-02,0.0000000000e+00
4.5220000000e+00,3.6486071629e-02,0.0000000000e+00
4.5225000000e+00,3.6472547600e-02,0.0000000000e+00
4.5230000000e+00,3.6458942978e-02,0.0000000000e+00
4.5235000000e+00,3.6445257801e-02,0.0000000000e+00
4.5240000000e+00,3.6431492110e-02,0.0000000000e+00
4.5245000000e+00,3.6417645945e-02,0.0000000000e+00
4.5250000000e+00,3.6403719347e-02,0.0000000000e+00
4.5255000000e+00,3.6389712355e-02,0.0000000000e+00
4.5260000000e+00,3.6375625012e-02,0.0000000000e+00
4.5265000000e+00,3.6361457357e-02,0.0000000000e+00
4.5270000000e+00,3.6347209433e-02,0.0000000000e+00
4.5275000000e+00,3.6332881279e-02,0.0000000000e+00
4.5280000000e+00,3.6318472939e-02,0.0000000000e+00
4.5285000000e+00,3.6303984452e-02,0.0000000000e+00
4.5290000000e+00,3.6289415862e-02,0.0000000000e+00
4.5295000000e+00,3.6274767210e-02,0.0000000000e+00
4.5300000000e+00,3.6260038538e-02,0.0000000000e+00
4.5305000000e+00,3.6245229889e-02,0.0000000000e+00
4.5310000000e+00,3.6230341305e-02,0.0000000000e+00
4.5315000000e+00,3.6215372829e-02,0.0000000000e+00
4.5320000000e+00,3.6200324503e-02,0.0000000000e+00
4.5325000000e+00,3.6185196372e-02,0.0000000000e+00
4.5330000000e+00,3.6169988477e-02,0.0000000000e+00
4.5335000000e+00,3.6154700862e-02,0.0000000000e+00
4.5340000000e+00,3.6139333572e-02,0.0000000000e+00
4.5345000000e+00,3.6123886649e-02,0.0000000000e+00
4.5350000000e+00,3.6108360137e-02,0.0000000000e+00
4.5355000000e+00,3.6092754081e-02,0.0000000000e+00
4.5360000000e+00,3.6077068525e-02,0.0000000000e+00
4.5365000000e+00,3.6061303513e-02,0.0000000000e+00
4.5370000000e+00,3.6045459090e-02,0.0000000000e+00
4.5375000000e+00,3.6029535300e-02,0.0000000000e+00
4.5380000000e+00,3.6013532189e-02,0.0000000000e+00
4.5385000000e+00,3.5997449801e-02,0.0000000000e+00
4.5390000000e+00,3.5981288183e-02,0.0000000000e+00
4.5395000000e+00,3.5965047378e-02,0.0000000000e+00
4.5400000000e+00,3.5948727434e-02,0.0000000000e+00
4.5405000000e+00,3.5932328395e-02,0.0000000000e+00
4.5410000000e+00,3.5915850308e-02,0.0000000000e+00
4.5415000000e+00,3.5899293219e-02,0.0000000000e+00
4.5420000000e+00,3.5882657174e-02,0.0000000000e+00
4.5425000000e+00,3.5865942220e-02,0.0000000000e+00
4.5430000000e+00,3.5849148402e-02,0.0000000000e+00
4.5435000000e+00,3.5832275769e-02,0.0000000000e+00
4.5440000000e+00,3.5815324367e-02,0.0000000000e+00
4.5445000000e+00,3.5798294244e-02,0.0000000000e+00
4.5450000000e+00,3.5781185445e-02,0.0000000000e+00
4.5455000000e+00,3.5763998020e-02,0.0000000000e+00
4.5460000000e+00,3.5746732016e-02,0.0000000000e+00
4.5465000000e+00,3.5729387480e-02,0.0000000000e+00
4.5470000000e+00,3.5711964461e-02,0.0000000000e+00
4.5475000000e+00,3.5694463006e-02,0.0000000000e+00
4.5480000000e+00,3.5676883165e-02,0.0000000000e+00
4.5485000000e+00,3.5659224985e-02,0.0000000000e+00
4.5490000000e+00,3.5641488515e-02,0.0000000000e+00
4.5495000000e+00,3.5623673805e-02,0.0000000000e+00
4.5500000000e+00,3.5605780903e-02,0.0000000000e+00
4.5505000000e+00,3.5587809858e-02,0.0000000000e+00
4.5510000000e+00,3.5569760720e-02,0.0000000000e+00
4.5515000000e+00,3.5551633539e-02,0.0000000000e+00
4.5520000000e+00,3.5533428363e-02,0.0000000000e+00
4.5525000000e+00,3.5515145243e-02,0.0000000000e+00
4.5530000000e+00,3.5496784229e-02,0.0000000000e+00
4.5535000000e+00,3.5478345371e-02,0.0000000000e+00
4.5540000000e+00,3.5459828720e-02,0.0000000000e+00
4.5545000000e+00,3.5441234326e-02,0.0000000000e+00
4.5550000000e+00,3.5422562239e-02,0.0000000000e+00
4.5555000000e+00,3.5403812511e-02,0.0000000000e+00
4.5560000000e+00,3.5384985193e-02,0.0000000000e+00
4.5565000000e+00,3.5366080336e-02,0.0000000000e+00
4.5570000000e+00,3.5347097991e-02,0.0000000000e+00
4.5575000000e+00,3.5328038210e-02,0.0000000000e+00
4.5580000000e+00,3.5308901044e-02,0.0000000000e+00
4.5585000000e+00,3.5289686546e-02,0.0000000000e+00
4.5590000000e+00,3.5270394767e-02,0.0000000000e+00
4.5595000000e+00,3.5251025760e-02,0.0000000000e+00
4.5600000000e+00,3.5231579577e-02,0.0000000000e+00
4.5605000000e+00,3.5212056270e-02,0.0000000000e+00
4.5610000000e+00,3.5192455893e-02,0.0000000000e+00
4.5615000000e+00,3.5172778498e-02,0.0000000000e+00
4.5620000000e+00,3.5153024139e-02,0.0000000000e+00
4.5625000000e+00,3.5133192868e-02,0.0000000000e+00
4.5630000000e+00,3.5113284738e-02,0.0000000000e+00
4.5635000000e+00,3.5093299804e-02,0.0000000000e+00
4.5640000000e+00,3.5073238120e-02,0.0000000000e+00
4.5645000000e+00,3.5053099738e-02,0.0000000000e+00
4.5650000000e+00,3.5032884713e-02,0.0000000000e+00
4.5655000000e+00,3.5012593099e-02,0.0000000000e+00
4.5660000000e+00,3.4992224951e-02,0.0000000000e+00
4.5665000000e+00,3.4971780324e-02,0.0000000000e+00
4.5670000000e+00,3.4951259271e-02,0.0000000000e+00
4.5675000000e+00,3.4930661847e-02,0.0000000000e+00
4.5680000000e+00,3.4909988109e-02,0.0000000000e+00
4.5685000000e+00,3.4889238110e-02,0.0000000000e+00
4.5690000000e+00,3.4868411907e-02,0.0000000000e+00
4.5695000000e+00,3.4847509554e-02,0.0000000000e+00
4.5700000000e+00,3.4826531108e-02,0.0000000000e+00
4.5705000000e+00,3.4805476624e-02,0.0000000000e+00
4.5710000000e+00,3.4784346159e-02,0.0000000000e+00
4.5715000000e+00,3.4763139768e-02,0.0000000000e+00
4.5720000000e+00,3.4741857508e-02,0.0000000000e+00
4.5725000000e+00,3.4720499435e-02,0.0000000000e+00
4.5730000000e+00,3.4699065606e-02,0.0000000000e+00
4.5735000000e+00,3.4677556078e-02,0.0000000000e+00
4.5740000000e+00,3.4655970908e-02,0.0000000000e+00
4.5745000000e+00,3.4634310153e-02,0.0000000000e+00
4.5750000000e+00,3.4612573871e-02,0.0000000000e+00
4.5755000000e+00,3.4590762118e-02,0.0000000000e+00
4.5760000000e+00,3.4568874952e-02,0.0000000000e+00
4.5765000000e+00,3.4546912431e-02,0.0000000000e+00
4.5770000000e+00,3.4524874614e-02,0.0000000000e+00
4.5775000000e+00,3.4502761558e-02,0.0000000000e+00
4.5780000000e+00,3.4480573322e-02,0.0000000000e+00
4.5785000000e+00,3.4458309963e-02,0.0000000000e+00
4.5790000000e+00,3.4435971542e-02,0.0000000000e+00
4.5795000000e+00,3.4413558115e-02,0.0000000000e+00
4.5800000000e+00,3.4391069743e-02,0.0000000000e+00
4.5805000000e+00,3.4368506484e-02,0.0000000000e+00
4.5810000000e+00,3.4345868398e-02,0.0000000000e+00
4.5815000000e+00,3.4323155544e-02,0.0000000000e+00
4.5820000000e+00,3.4300367982e-02,0.0000000000e+00
4.5825000000e+00,3.4277505771e-02,0.0000000000e+00
4.5830000000e+00,3.4254568971e-02,0.0000000000e+00
4.5835000000e+00,3.4231557643e-02,0.0000000000e+00
4.5840000000e+00,3.4208471846e-02,0.0000000000e+00
4.5845000000e+00,3.4185311641e-02,0.0000000000e+00
4.5850000000e+00,3.4162077088e-02,0.0000000000e+00
4.5855000000e+00,3.4138768248e-02,0.0000000000e+00
4.5860000000e+00,3.4115385183e-02,0.0000000000e+00
4.5865000000e+00,3.4091927952e-02,0.0000000000e+00
4.5870000000e+00,3.4068396617e-02,0.0000000000e+00
4.5875000000e+00,3.4044791240e-02,0.0000000000e+00
4.5880000000e+00,3.4021111882e-02,0.0000000000e+00
4.5885000000e+00,3.3997358604e-02,0.0000000000e+00
4.5890000000e+00,3.3973531468e-02,0.0000000000e+00
4.5895000000e+00,3.3949630537e-02,0.0000000000e+00
4.5900000000e+00,3.3925655872e-02,0.0000000000e+00
