lambda_over_k0,re_d_tm,im_d_tm
3.9645000000e+00,4.6842069982e+03,0.0000000000e+00
3.9650000000e+00,4.6848878019e+03,0.0000000000e+00
3.9655000000e+00,4.6855685868e+03,0.0000000000e+00
3.9660000000e+00,4.6862493528e+03,0.0000000000e+00
3.9665000000e+00,4.6869301000e+03,0.0000000000e+00
3.9670000000e+00,4.6876108282e+03,0.0000000000e+00
3.9675000000e+00,4.6882915377e+03,0.0000000000e+00
3.9680000000e+00,4.6889722283e+03,0.0000000000e+00
3.9685000000e+00,4.6896529000e+03,0.0000000000e+00
3.9690000000e+00,4.6903335530e+03,0.0000000000e+00
3.9695000000e+00,4.6910141871e+03,0.0000000000e+00
3.9700000000e+00,4.6916948025e+03,0.0000000000e+00
3.9705000000e+00,4.6923753990e+03,0.0000000000e+00
3.9710000000e+00,4.6930559768e+03,0.0000000000e+00
3.9715000000e+00,4.6937365358e+03,0.0000000000e+00
3.9720000000e+00,4.6944170760e+03,0.0000000000e+00
3.9725000000e+00,4.6950975975e+03,0.0000000000e+00
3.9730000000e+00,4.6957781002e+03,0.0000000000e+00
3.9735000000e+00,4.6964585842e+03,0.0000000000e+00
3.9740000000e+00,4.6971390495e+03,0.0000000000e+00
3.9745000000e+00,4.6978194960e+03,0.0000000000e+00
3.9750000000e+00,4.6984999239e+03,0.0000000000e+00
3.9755000000e+00,4.6991803330e+03,0.0000000000e+00
3.9760000000e+00,4.6998607235e+03,0.0000000000e+00
3.9765000000e+00,4.7005410953e+03,0.0000000000e+00
3.9770000000e+00,4.7012214484e+03,0.0000000000e+00
3.9775000000e+00,4.7019017828e+03,0.0000000000e+00
3.9780000000e+00,4.7025820986e+03,0.0000000000e+00
3.9785000000e+00,4.7032623958e+03,0.0000000000e+00
3.9790000000e+00,4.7039426743e+03,0.0000000000e+00
3.9795000000e+00,4.7046229342e+03,0.0000000000e+00
3.9800000000e+00,4.7053031755e+03,0.0000000000e+00
3.9805000000e+00,4.7059833982e+03,0.0000000000e+00
3.9810000000e+00,4.7066636022e+03,0.0000000000e+00
3.9815000000e+00,4.7073437877e+03,0.0000000000e+00
3.9820000000e+00,4.7080239547e+03,0.0000000000e+00
3.9825000000e+00,4.7087041030e+03,0.0000000000e+00
3.9830000000e+00,4.7093842328e+03,0.0000000000e+00
3.9835000000e+00,4.7100643440e+03,0.0000000000e+00
3.9840000000e+00,4.7107444367e+03,0.0000000000e+00
3.9845000000e+00,4.7114245109e+03,0.0000000000e+00
3.9850000000e+00,4.7121045666e+03,0.0000000000e+00
3.9855000000e+00,4.7127846037e+03,0.0000000000e+00
3.9860000000e+00,4.7134646223e+03,0.0000000000e+00
3.9865000000e+00,4.7141446224e+03,0.0000000000e+00
3.9870000000e+00,4.7148246041e+03,0.0000000000e+00
3.9875000000e+00,4.7155045673e+03,0.0000000000e+00
3.9880000000e+00,4.7161845120e+03,0.0000000000e+00
3.9885000000e+00,4.7168644382e+03,0.0000000000e+00
3.9890000000e+00,4.7175443460e+03,0.0000000000e+00
3.9895000000e+00,4.7182242354e+03,0.0000000000e+00
3.9900000000e+00,4.7189041063e+03,0.0000000000e+00
3.9905000000e+00,4.7195839588e+03,0.0000000000e+00
3.9910000000e+00,4.7202637929e+03,0.0000000000e+00
3.9915000000e+00,4.7209436086e+03,0.0000000000e+00
3.9920000000e+00,4.7216234059e+03,0.0000000000e+00
3.9925000000e+00,4.7223031848e+03,0.0000000000e+00
3.9930000000e+00,4.7229829453e+03,0.0000000000e+00
3.9935000000e+00,4.7236626875e+03,0.0000000000e+00
3.9940000000e+00,4.7243424113e+03,0.0000000000e+00
3.9945000000e+00,4.7250221167e+03,0.0000000000e+00
3.9950000000e+00,4.7257018038e+03,0.0000000000e+00
3.9955000000e+00,4.7263814726e+03,0.0000000000e+00
3.9960000000e+00,4.7270611231e+03,0.0000000000e+00
3.9965000000e+00,4.7277407552e+03,0.0000000000e+00
3.9970000000e+00,4.7284203691e+03,0.0000000000e+00
3.9975000000e+00,4.7290999646e+03,0.0000000000e+00
3.9980000000e+00,4.7297795419e+03,0.0000000000e+00
3.9985000000e+00,4.7304591009e+03,0.0000000000e+00
3.9990000000e+00,4.7311386416e+03,0.0000000000e+00
3.9995000000e+00,4.7318181641e+03,0.0000000000e+00
4.0000000000e+00,4.7324976683e+03,0.0000000000e+00
4.0005000000e+00,4.7331771543e+03,0.0000000000e+00
4.0010000000e+00,4.7338566220e+03,0.0000000000e+00
4.0015000000e+00,4.7345360715e+03,0.0000000000e+00
4.0020000000e+00,4.7352155028e+03,0.0000000000e+00
4.0025000000e+00,4.7358949159e+03,0.0000000000e+00
4.0030000000e+00,4.7365743108e+03,0.0000000000e+00
4.0035000000e+00,4.7372536876e+03,0.0000000000e+00
4.0040000000e+00,4.7379330461e+03,0.0000000000e+00
4.0045000000e+00,4.7386123865e+03,0.0000000000e+00
4.0050000000e+00,4.7392917087e+03,0.0000000000e+00
4.0055000000e+00,4.7399710128e+03,0.0000000000e+00
4.0060000000e+00,4.7406502987e+03,0.0000000000e+00
4.0065000000e+00,4.7413295665e+03,0.0000000000e+00
4.0070000000e+00,4.7420088161e+03,0.0000000000e+00
4.0075000000e+00,4.7426880477e+03,0.0000000000e+00
4.0080000000e+00,4.7433672611e+03,0.0000000000e+00
4.0085000000e+00,4.7440464565e+03,0.0000000000e+00
4.0090000000e+00,4.7447256338e+03,0.0000000000e+00
4.0095000000e+00,4.7454047929e+03,0.0000000000e+00
4.0100000000e+00,4.7460839340e+03,0.0000000000e+00
4.0105000000e+00,4.7467630571e+03,0.0000000000e+00
4.0110000000e+00,4.7474421621e+03,0.0000000000e+00
4.0115000000e+00,4.7481212491e+03,0.0000000000e+00
4.0120000000e+00,4.7488003180e+03,0.0000000000e+00
4.0125000000e+00,4.7494793689e+03,0.0000000000e+00
4.0130000000e+00,4.7501584018e+03,0.0000000000e+00
4.0135000000e+00,4.7508374166e+03,0.0000000000e+00
4.0140000000e+00,4.7515164135e+03,0.0000000000e+00
4.0145000000e+00,4.7521953924e+03,0.0000000000e+00
4.0150000000e+00,4.7528743533e+03,0.0000000000e+00
4.0155000000e+00,4.7535532962e+03,0.0000000000e+00
4.0160000000e+00,4.7542322212e+03,0.0000000000e+00
4.0165000000e+00,4.7549111282e+03,0.0000000000e+00
4.0170000000e+00,4.7555900173e+03,0.0000000000e+00
4.0175000000e+00,4.7562688884e+03,0.0000000000e+00
4.0180000000e+00,4.7569477416e+03,0.0000000000e+00
4.0185000000e+00,4.7576265769e+03,0.0000000000e+00
4.0190000000e+00,4.7583053943e+03,0.0000000000e+00
4.0195000000e+00,4.7589841937e+03,0.0000000000e+00
4.0200000000e+00,4.7596629753e+03,0.0000000000e+00
4.0205000000e+00,4.7603417390e+03,0.0000000000e+00
4.0210000000e+00,4.7610204848e+03,0.0000000000e+00
4.0215000000e+00,4.7616992128e+03,0.0000000000e+00
4.0220000000e+00,4.7623779229e+03,0.0000000000e+00
4.0225000000e+00,4.7630566151e+03,0.0000000000e+00
4.0230000000e+00,4.7637352895e+03,0.0000000000e+00
4.0235000000e+00,4.7644139461e+03,0.0000000000e+00
4.0240000000e+00,4.7650925849e+03,0.0000000000e+00
4.0245000000e+00,4.7657712058e+03,0.0000000000e+00
4.0250000000e+00,4.7664498090e+03,0.0000000000e+00
4.0255000000e+00,4.7671283943e+03,0.0000000000e+00
4.0260000000e+00,4.7678069618e+03,0.0000000000e+00
4.0265000000e+00,4.7684855116e+03,0.0000000000e+00
4.0270000000e+00,4.7691640436e+03,0.0000000000e+00
4.0275000000e+00,4.7698425579e+03,0.0000000000e+00
4.0280000000e+00,4.7705210544e+03,0.0000000000e+00
4.0285000000e+00,4.7711995331e+03,0.0000000000e+00
4.0290000000e+00,4.7718779941e+03,0.0000000000e+00
4.0295000000e+00,4.7725564374e+03,0.0000000000e+00
4.0300000000e+00,4.7732348630e+03,0.0000000000e+00
4.0305000000e+00,4.7739132708e+03,0.0000000000e+00
4.0310000000e+00,4.7745916610e+03,0.0000000000e+00
4.0315000000e+00,4.7752700335e+03,0.0000000000e+00
4.0320000000e+00,4.7759483883e+03,0.0000000000e+00
4.0325000000e+00,4.7766267254e+03,0.0000000000e+00
4.0330000000e+00,4.7773050448e+03,0.0000000000e+00
4.0335000000e+00,4.7779833466e+03,0.0000000000e+00
4.0340000000e+00,4.7786616308e+03,0.0000000000e+00
4.0345000000e+00,4.7793398973e+03,0.0000000000e+00
4.0350000000e+00,4.7800181462e+03,0.0000000000e+00
4.0355000000e+00,4.7806963774e+03,0.0000000000e+00
4.0360000000e+00,4.7813745911e+03,0.0000000000e+00
4.0365000000e+00,4.7820527871e+03,0.0000000000e+00
4.0370000000e+00,4.7827309655e+03,0.0000000000e+00
4.0375000000e+00,4.7834091264e+03,0.0000000000e+00
4.0380000000e+00,4.7840872697e+03,0.0000000000e+00
4.0385000000e+00,4.7847653954e+03,0.0000000000e+00
4.0390000000e+00,4.7854435035e+03,0.0000000000e+00
4.0395000000e+00,4.7861215941e+03,0.0000000000e+00
4.0400000000e+00,4.7867996671e+03,0.0000000000e+00
4.0405000000e+00,4.7874777227e+03,0.0000000000e+00
4.0410000000e+00,4.7881557606e+03,0.0000000000e+00
4.0415000000e+00,4.7888337811e+03,0.0000000000e+00
4.0420000000e+00,4.7895117841e+03,0.0000000000e+00
4.0425000000e+00,4.7901897695e+03,0.0000000000e+00
4.0430000000e+00,4.7908677375e+03,0.0000000000e+00
4.0435000000e+00,4.7915456880e+03,0.0000000000e+00
4.0440000000e+00,4.7922236210e+03,0.0000000000e+00
4.0445000000e+00,4.7929015365e+03,0.0000000000e+00
4.0450000000e+00,4.7935794346e+03,0.0000000000e+00
4.0455000000e+00,4.7942573152e+03,0.0000000000e+00
4.0460000000e+00,4.7949351784e+03,0.0000000000e+00
4.0465000000e+00,4.7956130242e+03,0.0000000000e+00
4.0470000000e+00,4.7962908525e+03,0.0000000000e+00
4.0475000000e+00,4.7969686634e+03,0.0000000000e+00
4.0480000000e+00,4.7976464569e+03,0.0000000000e+00
4.0485000000e+00,4.7983242330e+03,0.0000000000e+00
4.0490000000e+00,4.7990019918e+03,0.0000000000e+00
4.0495000000e+00,4.7996797331e+03,0.0000000000e+00
4.0500000000e+00,4.8003574571e+03,0.0000000000e+00
4.0505000000e+00,4.8010351637e+03,0.0000000000e+00
4.0510000000e+00,4.8017128529e+03,0.0000000000e+00
4.0515000000e+00,4.8023905248e+03,0.0000000000e+00
4.0520000000e+00,4.8030681794e+03,0.0000000000e+00
4.0525000000e+00,4.8037458166e+03,0.0000000000e+00
4.0530000000e+00,4.8044234365e+03,0.0000000000e+00
4.0535000000e+00,4.8051010391e+03,0.0000000000e+00
4.0540000000e+00,4.8057786244e+03,0.0000000000e+00
4.0545000000e+00,4.8064561924e+03,0.0000000000e+00
4.0550000000e+00,4.8071337431e+03,0.0000000000e+00
4.0555000000e+00,4.8078112766e+03,0.0000000000e+00
4.0560000000e+00,4.8084887927e+03,0.0000000000e+00
4.0565000000e+00,4.8091662916e+03,0.0000000000e+00
4.0570000000e+00,4.8098437733e+03,0.0000000000e+00
4.0575000000e+00,4.8105212377e+03,0.0000000000e+00
4.0580000000e+00,4.8111986848e+03,0.0000000000e+00
4.0585000000e+00,4.8118761148e+03,0.0000000000e+00
4.0590000000e+00,4.8125535275e+03,0.0000000000e+00
4.0595000000e+00,4.8132309230e+03,0.0000000000e+00
4.0600000000e+00,4.8139083013e+03,0.0000000000e+00
4.0605000000e+00,4.8145856624e+03,0.0000000000e+00
4.0610000000e+00,4.8152630063e+03,0.0000000000e+00
4.0615000000e+00,4.8159403330e+03,0.0000000000e+00
4.0620000000e+00,4.8166176426e+03,0.0000000000e+00
4.0625000000e+00,4.8172949350e+03,0.0000000000e+00
4.0630000000e+00,4.8179722102e+03,0.0000000000e+00
4.0635000000e+00,4.8186494684e+03,0.0000000000e+00
4.0640000000e+00,4.8193267093e+03,0.0000000000e+00
4.0645000000e+00,4.8200039332e+03,0.0000000000e+00
4.0650000000e+00,4.8206811399e+03,0.0000000000e+00
4.0655000000e+00,4.8213583295e+03,0.0000000000e+00
4.0660000000e+00,4.8220355020e+03,0.0000000000e+00
4.0665000000e+00,4.8227126574e+03,0.0000000000e+00
4.0670000000e+00,4.8233897958e+03,0.0000000000e+00
4.0675000000e+00,4.8240669170e+03,0.0000000000e+00
4.0680000000e+00,4.8247440212e+03,0.0000000000e+00
4.0685000000e+00,4.8254211083e+03,0.0000000000e+00
4.0690000000e+00,4.8260981784e+03,0.0000000000e+00
4.0695000000e+00,4.8267752314e+03,0.0000000000e+00
4.0700000000e+00,4.8274522674e+03,0.0000000000e+00
4.0705000000e+00,4.8281292864e+03,0.0000000000e+00
4.0710000000e+00,4.8288062883e+03,0.0000000000e+00
4.0715000000e+00,4.8294832732e+03,0.0000000000e+00
4.0720000000e+00,4.8301602412e+03,0.0000000000e+00
4.0725000000e+00,4.8308371921e+03,0.0000000000e+00
4.0730000000e+00,4.8315141261e+03,0.0000000000e+00
4.0735000000e+00,4.8321910430e+03,0.0000000000e+00
4.0740000000e+00,4.8328679430e+03,0.0000000000e+00
4.0745000000e+00,4.8335448261e+03,0.0000000000e+00
4.0750000000e+00,4.8342216922e+03,0.0000000000e+00
4.0755000000e+00,4.8348985413e+03,0.0000000000e+00
4.0760000000e+00,4.8355753735e+03,0.0000000000e+00
4.0765000000e+00,4.8362521888e+03,0.0000000000e+00
4.0770000000e+00,4.8369289871e+03,0.0000000000e+00
4.0775000000e+00,4.8376057686e+03,0.0000000000e+00
4.0780000000e+00,4.8382825331e+03,0.0000000000e+00
4.0785000000e+00,4.8389592808e+03,0.0000000000e+00
4.0790000000e+00,4.8396360115e+03,0.0000000000e+00
4.0795000000e+00,4.8403127254e+03,0.0000000000e+00
4.0800000000e+00,4.8409894224e+03,0.0000000000e+00
4.0805000000e+00,4.8416661026e+03,0.0000000000e+00
4.0810000000e+00,4.8423427659e+03,0.0000000000e+00
4.0815000000e+00,4.8430194123e+03,0.0000000000e+00
4.0820000000e+00,4.8436960419e+03,0.0000000000e+00
4.0825000000e+00,4.8443726547e+03,0.0000000000e+00
4.0830000000e+00,4.8450492507e+03,0.0000000000e+00
4.0835000000e+00,4.8457258298e+03,0.0000000000e+00
4.0840000000e+00,4.8464023922e+03,0.0000000000e+00
4.0845000000e+00,4.8470789377e+03,0.0000000000e+00
4.0850000000e+00,4.8477554665e+03,0.0000000000e+00
4.0855000000e+00,4.8484319784e+03,0.0000000000e+00
4.0860000000e+00,4.8491084736e+03,0.0000000000e+00
4.0865000000e+00,4.8497849521e+03,0.0000000000e+00
4.0870000000e+00,4.8504614138e+03,0.0000000000e+00
4.0875000000e+00,4.8511378587e+03,0.0000000000e+00
4.0880000000e+00,4.8518142869e+03,0.0000000000e+00
4.0885000000e+00,4.8524906984e+03,0.0000000000e+00
4.0890000000e+00,4.8531670931e+03,0.0000000000e+00
4.0895000000e+00,4.8538434712e+03,0.0000000000e+00
4.0900000000e+00,4.8545198325e+03,0.0000000000e+00
4.0905000000e+00,4.8551961771e+03,0.0000000000e+00
4.0910000000e+00,4.8558725050e+03,0.0000000000e+00
4.0915000000e+00,4.8565488163e+03,0.0000000000e+00
4.0920000000e+00,4.8572251109e+03,0.0000000000e+00
4.0925000000e+00,4.8579013888e+03,0.0000000000e+00
4.0930000000e+00,4.8585776500e+03,0.0000000000e+00
4.0935000000e+00,4.8592538946e+03,0.0000000000e+00
4.0940000000e+00,4.8599301226e+03,0.0000000000e+00
4.0945000000e+00,4.8606063339e+03,0.0000000000e+00
4.0950000000e+00,4.8612825286e+03,0.0000000000e+00
4.0955000000e+00,4.8619587067e+03,0.0000000000e+00
4.0960000000e+00,4.8626348682e+03,0.0000000000e+00
4.0965000000e+00,4.8633110130e+03,0.0000000000e+00
4.0970000000e+00,4.8639871413e+03,0.0000000000e+00
4.0975000000e+00,4.8646632530e+03,0.0000000000e+00
4.0980000000e+00,4.8653393481e+03,0.0000000000e+00
4.0985000000e+00,4.8660154267e+03,0.0000000000e+00
4.0990000000e+00,4.8666914886e+03,0.0000000000e+00
4.0995000000e+00,4.8673675341e+03,0.0000000000e+00
4.1000000000e+00,4.8680435630e+03,0.0000000000e+00
4.1005000000e+00,4.8687195753e+03,0.0000000000e+00
4.1010000000e+00,4.8693955711e+03,0.0000000000e+00
4.1015000000e+00,4.8700715504e+03,0.0000000000e+00
4.1020000000e+00,4.8707475132e+03,0.0000000000e+00
4.1025000000e+00,4.8714234595e+03,0.0000000000e+00
4.1030000000e+00,4.8720993893e+03,0.0000000000e+00
4.1035000000e+00,4.8727753026e+03,0.0000000000e+00
4.1040000000e+00,4.8734511994e+03,0.0000000000e+00
4.1045000000e+00,4.8741270797e+03,0.0000000000e+00
4.1050000000e+00,4.8748029436e+03,0.0000000000e+00
4.1055000000e+00,4.8754787910e+03,0.0000000000e+00
4.1060000000e+00,4.8761546220e+03,0.0000000000e+00
4.1065000000e+00,4.8768304365e+03,0.0000000000e+00
4.1070000000e+00,4.8775062346e+03,0.0000000000e+00
4.1075000000e+00,4.8781820163e+03,0.0000000000e+00
4.1080000000e+00,4.8788577815e+03,0.0000000000e+00
4.1085000000e+00,4.8795335304e+03,0.0000000000e+00
4.1090000000e+00,4.8802092628e+03,0.0000000000e+00
4.1095000000e+00,4.8808849789e+03,0.0000000000e+00
4.1100000000e+00,4.8815606785e+03,0.0000000000e+00
4.1105000000e+00,4.8822363618e+03,0.0000000000e+00
4.1110000000e+00,4.8829120287e+03,0.0000000000e+00
4.1115000000e+00,4.8835876793e+03,0.0000000000e+00
4.1120000000e+00,4.8842633135e+03,0.0000000000e+00
4.1125000000e+00,4.8849389313e+03,0.0000000000e+00
4.1130000000e+00,4.8856145329e+03,0.0000000000e+00
4.1135000000e+00,4.8862901181e+03,0.0000000000e+00
4.1140000000e+00,4.8869656869e+03,0.0000000000e+00
4.1145000000e+00,4.8876412395e+03,0.0000000000e+00
4.1150000000e+00,4.8883167757e+03,0.0000000000e+00
4.1155000000e+00,4.8889922957e+03,0.0000000000e+00
4.1160000000e+00,4.8896677993e+03,0.0000000000e+00
4.1165000000e+00,4.8903432867e+03,0.0000000000e+00
4.1170000000e+00,4.8910187578e+03,0.0000000000e+00
4.1175000000e+00,4.8916942126e+03,0.0000000000e+00
4.1180000000e+00,4.8923696512e+03,0.0000000000e+00
4.1185000000e+00,4.8930450736e+03,0.0000000000e+00
4.1190000000e+00,4.8937204796e+03,0.0000000000e+00
4.1195000000e+00,4.8943958695e+03,0.0000000000e+00
4.1200000000e+00,4.8950712431e+03,0.0000000000e+00
4.1205000000e+00,4.8957466005e+03,0.0000000000e+00
4.1210000000e+00,4.8964219417e+03,0.0000000000e+00
4.1215000000e+00,4.8970972667e+03,0.0000000000e+00
4.1220000000e+00,4.8977725755e+03,0.0000000000e+00
4.1225000000e+00,4.8984478681e+03,0.0000000000e+00
4.1230000000e+00,4.8991231445e+03,0.0000000000e+00
4.1235000000e+00,4.8997984048e+03,0.0000000000e+00
4.1240000000e+00,4.9004736488e+03,0.0000000000e+00
4.1245000000e+00,4.9011488768e+03,0.0000000000e+00
4.1250000000e+00,4.9018240885e+03,0.0000000000e+00
4.1255000000e+00,4.9024992842e+03,0.0000000000e+00
4.1260000000e+00,4.9031744637e+03,0.0000000000e+00
4.1265000000e+00,4.9038496271e+03,0.0000000000e+00
4.1270000000e+00,4.9045247743e+03,0.0000000000e+00
4.1275000000e+00,4.9051999055e+03,0.0000000000e+00
4.1280000000e+00,4.9058750205e+03,0.0000000000e+00
4.1285000000e+00,4.9065501195e+03,0.0000000000e+00
4.1290000000e+00,4.9072252024e+03,0.0000000000e+00
4.1295000000e+00,4.9079002692e+03,0.0000000000e+00
4.1300000000e+00,4.9085753199e+03,0.0000000000e+00
4.1305000000e+00,4.9092503545e+03,0.0000000000e+00
4.1310000000e+00,4.9099253731e+03,0.0000000000e+00
4.1315000000e+00,4.9106003757e+03,0.0000000000e+00
4.1320000000e+00,4.9112753622e+03,0.0000000000e+00
4.1325000000e+00,4.9119503327e+03,0.0000000000e+00
4.1330000000e+00,4.9126252871e+03,0.0000000000e+00
4.1335000000e+00,4.9133002256e+03,0.0000000000e+00
4.1340000000e+00,4.9139751480e+03,0.0000000000e+00
4.1345000000e+00,4.9146500545e+03,0.0000000000e+00
4.1350000000e+00,4.9153249449e+03,0.0000000000e+00
4.1355000000e+00,4.9159998193e+03,0.0000000000e+00
4.1360000000e+00,4.9166746778e+03,0.0000000000e+00
4.1365000000e+00,4.9173495203e+03,0.0000000000e+00
4.1370000000e+00,4.9180243469e+03,0.0000000000e+00
4.1375000000e+00,4.9186991574e+03,0.0000000000e+00
4.1380000000e+00,4.9193739521e+03,0.0000000000e+00
4.1385000000e+00,4.9200487308e+03,0.0000000000e+00
4.1390000000e+00,4.9207234935e+03,0.0000000000e+00
4.1395000000e+00,4.9213982404e+03,0.0000000000e+00
4.1400000000e+00,4.9220729713e+03,0.0000000000e+00
4.1405000000e+00,4.9227476863e+03,0.0000000000e+00
4.1410000000e+00,4.9234223855e+03,0.0000000000e+00
4.1415000000e+00,4.9240970687e+03,0.0000000000e+00
4.1420000000e+00,4.9247717360e+03,0.0000000000e+00
4.1425000000e+00,4.9254463875e+03,0.0000000000e+00
4.1430000000e+00,4.9261210231e+03,0.0000000000e+00
4.1435000000e+00,4.9267956428e+03,0.0000000000e+00
4.1440000000e+00,4.9274702467e+03,0.0000000000e+00
4.1445000000e+00,4.9281448347e+03,0.0000000000e+00
4.1450000000e+00,4.9288194069e+03,0.0000000000e+00
4.1455000000e+00,4.9294939632e+03,0.0000000000e+00
4.1460000000e+00,4.9301685037e+03,0.0000000000e+00
4.1465000000e+00,4.9308430285e+03,0.0000000000e+00
4.1470000000e+00,4.9315175374e+03,0.0000000000e+00
4.1475000000e+00,4.9321920305e+03,0.0000000000e+00
4.1480000000e+00,4.9328665078e+03,0.0000000000e+00
4.1485000000e+00,4.9335409693e+03,0.0000000000e+00
4.1490000000e+00,4.9342154150e+03,0.0000000000e+00
4.1495000000e+00,4.9348898450e+03,0.0000000000e+00
4.1500000000e+00,4.9355642592e+03,0.0000000000e+00
4.1505000000e+00,4.9362386576e+03,0.0000000000e+00
4.1510000000e+00,4.9369130403e+03,0.0000000000e+00
4.1515000000e+00,4.9375874073e+03,0.0000000000e+00
4.1520000000e+00,4.9382617585e+03,0.0000000000e+00
4.1525000000e+00,4.9389360940e+03,0.0000000000e+00
4.1530000000e+00,4.9396104138e+03,0.0000000000e+00
4.1535000000e+00,4.9402847179e+03,0.0000000000e+00
4.1540000000e+00,4.9409590062e+03,0.0000000000e+00
4.1545000000e+00,4.9416332789e+03,0.0000000000e+00
4.1550000000e+00,4.9423075359e+03,0.0000000000e+00
4.1555000000e+00,4.9429817772e+03,0.0000000000e+00
4.1560000000e+00,4.9436560028e+03,0.0000000000e+00
4.1565000000e+00,4.9443302128e+03,0.0000000000e+00
4.1570000000e+00,4.9450044071e+03,0.0000000000e+00
4.1575000000e+00,4.9456785858e+03,0.0000000000e+00
4.1580000000e+00,4.9463527488e+03,0.0000000000e+00
4.1585000000e+00,4.9470268961e+03,0.0000000000e+00
4.1590000000e+00,4.9477010279e+03,0.0000000000e+00
4.1595000000e+00,4.9483751440e+03,0.0000000000e+00
4.1600000000e+00,4.9490492445e+03,0.0000000000e+00
4.1605000000e+00,4.9497233295e+03,0.0000000000e+00
4.1610000000e+00,4.9503973988e+03,0.0000000000e+00
4.1615000000e+00,4.9510714525e+03,0.0000000000e+00
4.1620000000e+00,4.9517454906e+03,0.0000000000e+00
4.1625000000e+00,4.9524195132e+03,0.0000000000e+00
4.1630000000e+00,4.9530935202e+03,0.0000000000e+00
4.1635000000e+00,4.9537675117e+03,0.0000000000e+00
4.1640000000e+00,4.9544414875e+03,0.0000000000e+00
4.1645000000e+00,4.9551154479e+03,0.0000000000e+00
4.1650000000e+00,4.9557893927e+03,0.0000000000e+00
4.1655000000e+00,4.9564633220e+03,0.0000000000e+00
4.1660000000e+00,4.9571372357e+03,0.0000000000e+00
4.1665000000e+00,4.9578111339e+03,0.0000000000e+00
4.1670000000e+00,4.9584850167e+03,0.0000000000e+00
4.1675000000e+00,4.9591588839e+03,0.0000000000e+00
4.1680000000e+00,4.9598327356e+03,0.0000000000e+00
4.1685000000e+00,4.9605065719e+03,0.0000000000e+00
4.1690000000e+00,4.9611803926e+03,0.0000000000e+00
4.1695000000e+00,4.9618541979e+03,0.0000000000e+00
4.1700000000e+00,4.9625279878e+03,0.0000000000e+00
4.1705000000e+00,4.9632017622e+03,0.0000000000e+00
4.1710000000e+00,4.9638755211e+03,0.0000000000e+00
4.1715000000e+00,4.9645492646e+03,0.0000000000e+00
4.1720000000e+00,4.9652229926e+03,0.0000000000e+00
4.1725000000e+00,4.9658967053e+03,0.0000000000e+00
4.1730000000e+00,4.9665704025e+03,0.0000000000e+00
4.1735000000e+00,4.9672440843e+03,0.0000000000e+00
4.1740000000e+00,4.9679177507e+03,0.0000000000e+00
4.1745000000e+00,4.9685914017e+03,0.0000000000e+00
4.1750000000e+00,4.9692650373e+03,0.0000000000e+00
4.1755000000e+00,4.9699386575e+03,0.0000000000e+00
4.1760000000e+00,4.9706122623e+03,0.0000000000e+00
4.1765000000e+00,4.9712858518e+03,0.0000000000e+00
4.1770000000e+00,4.9719594259e+03,0.0000000000e+00
4.1775000000e+00,4.9726329847e+03,0.0000000000e+00
4.1780000000e+00,4.9733065281e+03,0.0000000000e+00
4.1785000000e+00,4.9739800562e+03,0.0000000000e+00
4.1790000000e+00,4.9746535690e+03,0.0000000000e+00
4.1795000000e+00,4.9753270664e+03,0.0000000000e+00
4.1800000000e+00,4.9760005485e+03,0.0000000000e+00
4.1805000000e+00,4.9766740154e+03,0.0000000000e+00
4.1810000000e+00,4.9773474669e+03,0.0000000000e+00
4.1815000000e+00,4.9780209031e+03,0.0000000000e+00
4.1820000000e+00,4.9786943240e+03,0.0000000000e+00
4.1825000000e+00,4.9793677297e+03,0.0000000000e+00
4.1830000000e+00,4.9800411200e+03,0.0000000000e+00
4.1835000000e+00,4.9807144952e+03,0.0000000000e+00
4.1840000000e+00,4.9813878550e+03,0.0000000000e+00
4.1845000000e+00,4.9820611996e+03,0.0000000000e+00
4.1850000000e+00,4.9827345290e+03,0.0000000000e+00
4.1855000000e+00,4.9834078431e+03,0.0000000000e+00
4.1860000000e+00,4.9840811420e+03,0.0000000000e+00
4.1865000000e+00,4.9847544257e+03,0.0000000000e+00
4.1870000000e+00,4.9854276942e+03,0.0000000000e+00
4.1875000000e+00,4.9861009474e+03,0.0000000000e+00
4.1880000000e+00,4.9867741855e+03,0.0000000000e+00
4.1885000000e+00,4.9874474084e+03,0.0000000000e+00
4.1890000000e+00,4.9881206160e+03,0.0000000000e+00
4.1895000000e+00,4.9887938086e+03,0.0000000000e+00
4.1900000000e+00,4.9894669859e+03,0.0000000000e+00
4.1905000000e+00,4.9901401481e+03,0.0000000000e+00
4.1910000000e+00,4.9908132951e+03,0.0000000000e+00
4.1915000000e+00,4.9914864270e+03,0.0000000000e+00
4.1920000000e+00,4.9921595437e+03,0.0000000000e+00
4.1925000000e+00,4.9928326453e+03,0.0000000000e+00
4.1930000000e+00,4.9935057318e+03,0.0000000000e+00
4.1935000000e+00,4.9941788031e+03,0.0000000000e+00
4.1940000000e+00,4.9948518594e+03,0.0000000000e+00
4.1945000000e+00,4.9955249005e+03,0.0000000000e+00
4.1950000000e+00,4.9961979265e+03,0.0000000000e+00
4.1955000000e+00,4.9968709375e+03,0.0000000000e+00
4.1960000000e+00,4.9975439333e+03,0.0000000000e+00
4.1965000000e+00,4.9982169141e+03,0.0000000000e+00
