lambda_over_k0,abs_d_te
3.8575000000e+00,1.4654877733e+03
3.8580000000e+00,1.4657095891e+03
3.8585000000e+00,1.4659314048e+03
3.8590000000e+00,1.4661532204e+03
3.8595000000e+00,1.4663750360e+03
3.8600000000e+00,1.4665968514e+03
3.8605000000e+00,1.4668186667e+03
3.8610000000e+00,1.4670404820e+03
3.8615000000e+00,1.4672622971e+03
3.8620000000e+00,1.4674841122e+03
3.8625000000e+00,1.4677059271e+03
3.8630000000e+00,1.4679277420e+03
3.8635000000e+00,1.4681495568e+03
3.8640000000e+00,1.4683713714e+03
3.8645000000e+00,1.4685931860e+03
3.8650000000e+00,1.4688150005e+03
3.8655000000e+00,1.4690368148e+03
3.8660000000e+00,1.4692586291e+03
3.8665000000e+00,1.4694804433e+03
3.8670000000e+00,1.4697022573e+03
3.8675000000e+00,1.4699240713e+03
3.8680000000e+00,1.4701458851e+03
3.8685000000e+00,1.4703676989e+03
3.8690000000e+00,1.4705895125e+03
3.8695000000e+00,1.4708113260e+03
3.8700000000e+00,1.4710331394e+03
3.8705000000e+00,1.4712549527e+03
3.8710000000e+00,1.4714767659e+03
3.8715000000e+00,1.4716985790e+03
3.8720000000e+00,1.4719203920e+03
3.8725000000e+00,1.4721422048e+03
3.8730000000e+00,1.4723640176e+03
3.8735000000e+00,1.4725858302e+03
3.8740000000e+00,1.4728076427e+03
3.8745000000e+00,1.4730294551e+03
3.8750000000e+00,1.4732512674e+03
3.8755000000e+00,1.4734730795e+03
3.8760000000e+00,1.4736948916e+03
3.8765000000e+00,1.4739167035e+03
3.8770000000e+00,1.4741385153e+03
3.8775000000e+00,1.4743603270e+03
3.8780000000e+00,1.4745821385e+03
3.8785000000e+00,1.4748039499e+03
3.8790000000e+00,1.4750257613e+03
3.8795000000e+00,1.4752475724e+03
3.8800000000e+00,1.4754693835e+03
3.8805000000e+00,1.4756911944e+03
3.8810000000e+00,1.4759130052e+03
3.8815000000e+00,1.4761348159e+03
3.8820000000e+00,1.4763566264e+03
3.8825000000e+00,1.4765784368e+03
3.8830000000e+00,1.4768002471e+03
3.8835000000e+00,1.4770220573e+03
3.8840000000e+00,1.4772438673e+03
3.8845000000e+00,1.4774656772e+03
3.8850000000e+00,1.4776874869e+03
3.8855000000e+00,1.4779092965e+03
3.8860000000e+00,1.4781311060e+03
3.8865000000e+00,1.4783529153e+03
3.8870000000e+00,1.4785747245e+03
3.8875000000e+00,1.4787965336e+03
3.8880000000e+00,1.4790183425e+03
3.8885000000e+00,1.4792401513e+03
3.8890000000e+00,1.4794619599e+03
3.8895000000e+00,1.4796837684e+03
3.8900000000e+00,1.4799055768e+03
3.8905000000e+00,1.4801273850e+03
3.8910000000e+00,1.4803491930e+03
3.8915000000e+00,1.4805710010e+03
3.8920000000e+00,1.4807928087e+03
3.8925000000e+00,1.4810146164e+03
3.8930000000e+00,1.4812364238e+03
3.8935000000e+00,1.4814582312e+03
3.8940000000e+00,1.4816800384e+03
3.8945000000e+00,1.4819018454e+03
3.8950000000e+00,1.4821236523e+03
3.8955000000e+00,1.4823454590e+03
3.8960000000e+00,1.4825672656e+03
3.8965000000e+00,1.4827890720e+03
3.8970000000e+00,1.4830108782e+03
3.8975000000e+00,1.4832326843e+03
3.8980000000e+00,1.4834544903e+03
3.8985000000e+00,1.4836762961e+03
3.8990000000e+00,1.4838981017e+03
3.8995000000e+00,1.4841199072e+03
3.9000000000e+00,1.4843417125e+03
3.9005000000e+00,1.4845635177e+03
3.9010000000e+00,1.4847853227e+03
3.9015000000e+00,1.4850071275e+03
3.9020000000e+00,1.4852289322e+03
3.9025000000e+00,1.4854507367e+03
3.9030000000e+00,1.4856725410e+03
3.9035000000e+00,1.4858943452e+03
3.9040000000e+00,1.4861161492e+03
3.9045000000e+00,1.4863379531e+03
3.9050000000e+00,1.4865597567e+03
3.9055000000e+00,1.4867815603e+03
3.9060000000e+00,1.4870033636e+03
3.9065000000e+00,1.4872251668e+03
3.9070000000e+00,1.4874469698e+03
3.9075000000e+00,1.4876687726e+03
3.9080000000e+00,1.4878905752e+03
3.9085000000e+00,1.4881123777e+03
3.9090000000e+00,1.4883341800e+03
3.9095000000e+00,1.4885559821e+03
3.9100000000e+00,1.4887777841e+03
3.9105000000e+00,1.4889995859e+03
3.9110000000e+00,1.4892213875e+03
3.9115000000e+00,1.4894431889e+03
3.9120000000e+00,1.4896649901e+03
3.9125000000e+00,1.4898867912e+03
3.9130000000e+00,1.4901085921e+03
3.9135000000e+00,1.4903303928e+03
3.9140000000e+00,1.4905521933e+03
3.9145000000e+00,1.4907739936e+03
3.9150000000e+00,1.4909957937e+03
3.9155000000e+00,1.4912175937e+03
3.9160000000e+00,1.4914393935e+03
3.9165000000e+00,1.4916611931e+03
3.9170000000e+00,1.4918829925e+03
3.9175000000e+00,1.4921047917e+03
3.9180000000e+00,1.4923265907e+03
3.9185000000e+00,1.4925483895e+03
3.9190000000e+00,1.4927701882e+03
3.9195000000e+00,1.4929919866e+03
3.9200000000e+00,1.4932137849e+03
3.9205000000e+00,1.4934355829e+03
3.9210000000e+00,1.4936573808e+03
3.9215000000e+00,1.4938791785e+03
3.9220000000e+00,1.4941009760e+03
3.9225000000e+00,1.4943227732e+03
3.9230000000e+00,1.4945445703e+03
3.9235000000e+00,1.4947663672e+03
3.9240000000e+00,1.4949881639e+03
3.9245000000e+00,1.4952099604e+03
3.9250000000e+00,1.4954317567e+03
3.9255000000e+00,1.4956535528e+03
3.9260000000e+00,1.4958753487e+03
3.9265000000e+00,1.4960971443e+03
3.9270000000e+00,1.4963189398e+03
3.9275000000e+00,1.4965407351e+03
3.9280000000e+00,1.4967625302e+03
3.9285000000e+00,1.4969843250e+03
3.9290000000e+00,1.4972061197e+03
3.9295000000e+00,1.4974279141e+03
3.9300000000e+00,1.4976497084e+03
3.9305000000e+00,1.4978715024e+03
3.9310000000e+00,1.4980932962e+03
3.9315000000e+00,1.4983150898e+03
3.9320000000e+00,1.4985368832e+03
3.9325000000e+00,1.4987586764e+03
3.9330000000e+00,1.4989804694e+03
3.9335000000e+00,1.4992022621e+03
3.9340000000e+00,1.4994240547e+03
3.9345000000e+00,1.4996458470e+03
3.9350000000e+00,1.4998676391e+03
3.9355000000e+00,1.5000894310e+03
3.9360000000e+00,1.5003112227e+03
3.9365000000e+00,1.5005330141e+03
3.9370000000e+00,1.5007548053e+03
3.9375000000e+00,1.5009765964e+03
3.9380000000e+00,1.5011983872e+03
3.9385000000e+00,1.5014201777e+03
3.9390000000e+00,1.5016419681e+03
3.9395000000e+00,1.5018637582e+03
3.9400000000e+00,1.5020855481e+03
3.9405000000e+00,1.5023073378e+03
3.9410000000e+00,1.5025291272e+03
3.9415000000e+00,1.5027509164e+03
3.9420000000e+00,1.5029727054e+03
3.9425000000e+00,1.5031944942e+03
3.9430000000e+00,1.5034162827e+03
3.9435000000e+00,1.5036380710e+03
3.9440000000e+00,1.5038598591e+03
3.9445000000e+00,1.5040816470e+03
3.9450000000e+00,1.5043034346e+03
3.9455000000e+00,1.5045252220e+03
3.9460000000e+00,1.5047470091e+03
3.9465000000e+00,1.5049687960e+03
3.9470000000e+00,1.5051905827e+03
3.9475000000e+00,1.5054123691e+03
3.9480000000e+00,1.5056341553e+03
3.9485000000e+00,1.5058559413e+03
3.9490000000e+00,1.5060777270e+03
3.9495000000e+00,1.5062995125e+03
3.9500000000e+00,1.5065212977e+03
3.9505000000e+00,1.5067430827e+03
3.9510000000e+00,1.5069648675e+03
3.9515000000e+00,1.5071866520e+03
3.9520000000e+00,1.5074084363e+03
3.9525000000e+00,1.5076302203e+03
3.9530000000e+00,1.5078520041e+03
3.9535000000e+00,1.5080737877e+03
3.9540000000e+00,1.5082955710e+03
3.9545000000e+00,1.5085173540e+03
3.9550000000e+00,1.5087391368e+03
3.9555000000e+00,1.5089609194e+03
3.9560000000e+00,1.5091827017e+03
3.9565000000e+00,1.5094044837e+03
3.9570000000e+00,1.5096262655e+03
3.9575000000e+00,1.5098480471e+03
3.9580000000e+00,1.5100698283e+03
3.9585000000e+00,1.5102916094e+03
3.9590000000e+00,1.5105133902e+03
3.9595000000e+00,1.5107351707e+03
3.9600000000e+00,1.5109569510e+03
3.9605000000e+00,1.5111787310e+03
3.9610000000e+00,1.5114005108e+03
3.9615000000e+00,1.5116222903e+03
3.9620000000e+00,1.5118440695e+03
3.9625000000e+00,1.5120658485e+03
3.9630000000e+00,1.5122876272e+03
3.9635000000e+00,1.5125094057e+03
3.9640000000e+00,1.5127311839e+03
3.9645000000e+00,1.5129529618e+03
3.9650000000e+00,1.5131747395e+03
3.9655000000e+00,1.5133965169e+03
3.9660000000e+00,1.5136182941e+03
3.9665000000e+00,1.5138400710e+03
3.9670000000e+00,1.5140618476e+03
3.9675000000e+00,1.5142836239e+03
3.9680000000e+00,1.5145054000e+03
3.9685000000e+00,1.5147271758e+03
3.9690000000e+00,1.5149489514e+03
3.9695000000e+00,1.5151707266e+03
3.9700000000e+00,1.5153925016e+03
3.9705000000e+00,1.5156142764e+03
3.9710000000e+00,1.5158360508e+03
3.9715000000e+00,1.5160578250e+03
3.9720000000e+00,1.5162795989e+03
3.9725000000e+00,1.5165013725e+03
3.9730000000e+00,1.5167231459e+03
3.9735000000e+00,1.5169449190e+03
3.9740000000e+00,1.5171666918e+03
3.9745000000e+00,1.5173884643e+03
3.9750000000e+00,1.5176102365e+03
3.9755000000e+00,1.5178320085e+03
3.9760000000e+00,1.5180537802e+03
3.9765000000e+00,1.5182755516e+03
3.9770000000e+00,1.5184973227e+03
3.9775000000e+00,1.5187190936e+03
3.9780000000e+00,1.5189408641e+03
3.9785000000e+00,1.5191626344e+03
3.9790000000e+00,1.5193844044e+03
3.9795000000e+00,1.5196061741e+03
3.9800000000e+00,1.5198279435e+03
3.9805000000e+00,1.5200497126e+03
3.9810000000e+00,1.5202714815e+03
3.9815000000e+00,1.5204932500e+03
3.9820000000e+00,1.5207150183e+03
3.9825000000e+00,1.5209367863e+03
3.9830000000e+00,1.5211585540e+03
3.9835000000e+00,1.5213803214e+03
3.9840000000e+00,1.5216020885e+03
3.9845000000e+00,1.5218238553e+03
3.9850000000e+00,1.5220456218e+03
3.9855000000e+00,1.5222673880e+03
3.9860000000e+00,1.5224891539e+03
3.9865000000e+00,1.5227109195e+03
3.9870000000e+00,1.5229326849e+03
3.9875000000e+00,1.5231544499e+03
3.9880000000e+00,1.5233762146e+03
3.9885000000e+00,1.5235979791e+03
3.9890000000e+00,1.5238197432e+03
3.9895000000e+00,1.5240415070e+03
3.9900000000e+00,1.5242632706e+03
3.9905000000e+00,1.5244850338e+03
3.9910000000e+00,1.5247067967e+03
3.9915000000e+00,1.5249285594e+03
3.9920000000e+00,1.5251503217e+03
3.9925000000e+00,1.5253720837e+03
3.9930000000e+00,1.5255938454e+03
3.9935000000e+00,1.5258156068e+03
3.9940000000e+00,1.5260373679e+03
3.9945000000e+00,1.5262591287e+03
3.9950000000e+00,1.5264808892e+03
3.9955000000e+00,1.5267026493e+03
3.9960000000e+00,1.5269244092e+03
3.9965000000e+00,1.5271461688e+03
3.9970000000e+00,1.5273679280e+03
3.9975000000e+00,1.5275896869e+03
3.9980000000e+00,1.5278114455e+03
3.9985000000e+00,1.5280332038e+03
3.9990000000e+00,1.5282549618e+03
3.9995000000e+00,1.5284767195e+03
4.0000000000e+00,1.5286984768e+03
4.0005000000e+00,1.5289202339e+03
4.0010000000e+00,1.5291419906e+03
4.0015000000e+00,1.5293637470e+03
4.0020000000e+00,1.5295855031e+03
4.0025000000e+00,1.5298072588e+03
4.0030000000e+00,1.5300290143e+03
4.0035000000e+00,1.5302507694e+03
4.0040000000e+00,1.5304725242e+03
4.0045000000e+00,1.5306942786e+03
4.0050000000e+00,1.5309160328e+03
4.0055000000e+00,1.5311377866e+03
4.0060000000e+00,1.5313595401e+03
4.0065000000e+00,1.5315812933e+03
4.0070000000e+00,1.5318030461e+03
4.0075000000e+00,1.5320247987e+03
4.0080000000e+00,1.5322465509e+03
4.0085000000e+00,1.5324683027e+03
4.0090000000e+00,1.5326900543e+03
4.0095000000e+00,1.5329118055e+03
4.0100000000e+00,1.5331335563e+03
4.0105000000e+00,1.5333553069e+03
4.0110000000e+00,1.5335770571e+03
4.0115000000e+00,1.5337988070e+03
4.0120000000e+00,1.5340205565e+03
4.0125000000e+00,1.5342423057e+03
4.0130000000e+00,1.5344640546e+03
4.0135000000e+00,1.5346858031e+03
4.0140000000e+00,1.5349075513e+03
4.0145000000e+00,1.5351292992e+03
4.0150000000e+00,1.5353510467e+03
4.0155000000e+00,1.5355727939e+03
4.0160000000e+00,1.5357945408e+03
4.0165000000e+00,1.5360162873e+03
4.0170000000e+00,1.5362380334e+03
4.0175000000e+00,1.5364597793e+03
4.0180000000e+00,1.5366815247e+03
4.0185000000e+00,1.5369032699e+03
4.0190000000e+00,1.5371250147e+03
4.0195000000e+00,1.5373467591e+03
4.0200000000e+00,1.5375685032e+03
4.0205000000e+00,1.5377902470e+03
4.0210000000e+00,1.5380119904e+03
4.0215000000e+00,1.5382337335e+03
4.0220000000e+00,1.5384554762e+03
4.0225000000e+00,1.5386772186e+03
4.0230000000e+00,1.5388989606e+03
4.0235000000e+00,1.5391207023e+03
4.0240000000e+00,1.5393424436e+03
4.0245000000e+00,1.5395641846e+03
4.0250000000e+00,1.5397859252e+03
4.0255000000e+00,1.5400076654e+03
4.0260000000e+00,1.5402294053e+03
4.0265000000e+00,1.5404511449e+03
4.0270000000e+00,1.5406728841e+03
4.0275000000e+00,1.5408946229e+03
4.0280000000e+00,1.5411163614e+03
4.0285000000e+00,1.5413380995e+03
4.0290000000e+00,1.5415598373e+03
4.0295000000e+00,1.5417815747e+03
4.0300000000e+00,1.5420033118e+03
4.0305000000e+00,1.5422250485e+03
4.0310000000e+00,1.5424467848e+03
4.0315000000e+00,1.5426685208e+03
4.0320000000e+00,1.5428902564e+03
4.0325000000e+00,1.5431119916e+03
4.0330000000e+00,1.5433337265e+03
4.0335000000e+00,1.5435554610e+03
4.0340000000e+00,1.5437771952e+03
4.0345000000e+00,1.5439989290e+03
4.0350000000e+00,1.5442206624e+03
4.0355000000e+00,1.5444423954e+03
4.0360000000e+00,1.5446641281e+03
4.0365000000e+00,1.5448858604e+03
4.0370000000e+00,1.5451075924e+03
4.0375000000e+00,1.5453293239e+03
4.0380000000e+00,1.5455510551e+03
4.0385000000e+00,1.5457727860e+03
4.0390000000e+00,1.5459945164e+03
4.0395000000e+00,1.5462162465e+03
4.0400000000e+00,1.5464379762e+03
4.0405000000e+00,1.5466597056e+03
4.0410000000e+00,1.5468814345e+03
4.0415000000e+00,1.5471031631e+03
4.0420000000e+00,1.5473248913e+03
4.0425000000e+00,1.5475466192e+03
4.0430000000e+00,1.5477683466e+03
4.0435000000e+00,1.5479900737e+03
4.0440000000e+00,1.5482118004e+03
4.0445000000e+00,1.5484335267e+03
4.0450000000e+00,1.5486552527e+03
4.0455000000e+00,1.5488769782e+03
4.0460000000e+00,1.5490987034e+03
4.0465000000e+00,1.5493204282e+03
4.0470000000e+00,1.5495421526e+03
4.0475000000e+00,1.5497638766e+03
4.0480000000e+00,1.5499856003e+03
4.0485000000e+00,1.5502073235e+03
4.0490000000e+00,1.5504290464e+03
4.0495000000e+00,1.5506507689e+03
4.0500000000e+00,1.5508724910e+03
4.0505000000e+00,1.5510942127e+03
4.0510000000e+00,1.5513159340e+03
4.0515000000e+00,1.5515376549e+03
4.0520000000e+00,1.5517593755e+03
4.0525000000e+00,1.5519810956e+03
4.0530000000e+00,1.5522028154e+03
4.0535000000e+00,1.5524245347e+03
4.0540000000e+00,1.5526462537e+03
4.0545000000e+00,1.5528679723e+03
4.0550000000e+00,1.5530896905e+03
4.0555000000e+00,1.5533114083e+03
4.0560000000e+00,1.5535331256e+03
4.0565000000e+00,1.5537548426e+03
4.0570000000e+00,1.5539765592e+03
4.0575000000e+00,1.5541982754e+03
4.0580000000e+00,1.5544199912e+03
4.0585000000e+00,1.5546417066e+03
4.0590000000e+00,1.5548634216e+03
4.0595000000e+00,1.5550851362e+03
4.0600000000e+00,1.5553068504e+03
4.0605000000e+00,1.5555285642e+03
4.0610000000e+00,1.5557502776e+03
4.0615000000e+00,1.5559719906e+03
4.0620000000e+00,1.5561937032e+03
4.0625000000e+00,1.5564154154e+03
4.0630000000e+00,1.5566371272e+03
4.0635000000e+00,1.5568588385e+03
4.0640000000e+00,1.5570805495e+03
4.0645000000e+00,1.5573022601e+03
4.0650000000e+00,1.5575239702e+03
4.0655000000e+00,1.5577456799e+03
4.0660000000e+00,1.5579673893e+03
4.0665000000e+00,1.5581890982e+03
4.0670000000e+00,1.5584108067e+03
4.0675000000e+00,1.5586325148e+03
4.0680000000e+00,1.5588542225e+03
4.0685000000e+00,1.5590759298e+03
4.0690000000e+00,1.5592976366e+03
4.0695000000e+00,1.5595193431e+03
4.0700000000e+00,1.5597410491e+03
4.0705000000e+00,1.5599627547e+03
4.0710000000e+00,1.5601844599e+03
4.0715000000e+00,1.5604061647e+03
4.0720000000e+00,1.5606278691e+03
4.0725000000e+00,1.5608495730e+03
4.0730000000e+00,1.5610712765e+03
4.0735000000e+00,1.5612929796e+03
4.0740000000e+00,1.5615146823e+03
4.0745000000e+00,1.5617363846e+03
4.0750000000e+00,1.5619580864e+03
4.0755000000e+00,1.5621797879e+03
4.0760000000e+00,1.5624014889e+03
4.0765000000e+00,1.5626231894e+03
4.0770000000e+00,1.5628448896e+03
4.0775000000e+00,1.5630665893e+03
4.0780000000e+00,1.5632882886e+03
4.0785000000e+00,1.5635099875e+03
4.0790000000e+00,1.5637316859e+03
4.0795000000e+00,1.5639533840e+03
4.0800000000e+00,1.5641750816e+03
4.0805000000e+00,1.5643967787e+03
4.0810000000e+00,1.5646184755e+03
4.0815000000e+00,1.5648401718e+03
4.0820000000e+00,1.5650618676e+03
4.0825000000e+00,1.5652835631e+03
4.0830000000e+00,1.5655052581e+03
4.0835000000e+00,1.5657269527e+03
4.0840000000e+00,1.5659486468e+03
4.0845000000e+00,1.5661703405e+03
4.0850000000e+00,1.5663920338e+03
4.0855000000e+00,1.5666137266e+03
4.0860000000e+00,1.5668354190e+03
4.0865000000e+00,1.5670571110e+03
4.0870000000e+00,1.5672788025e+03
4.0875000000e+00,1.5675004936e+03
4.0880000000e+00,1.5677221842e+03
4.0885000000e+00,1.5679438745e+03
4.0890000000e+00,1.5681655642e+03
4.0895000000e+00,1.5683872536e+03
4.0900000000e+00,1.5686089424e+03
4.0905000000e+00,1.5688306309e+03
4.0910000000e+00,1.5690523189e+03
4.0915000000e+00,1.5692740064e+03
4.0920000000e+00,1.5694956936e+03
4.0925000000e+00,1.5697173802e+03
4.0930000000e+00,1.5699390665e+03
4.0935000000e+00,1.5701607522e+03
4.0940000000e+00,1.5703824376e+03
4.0945000000e+00,1.5706041225e+03
4.0950000000e+00,1.5708258069e+03
4.0955000000e+00,1.5710474909e+03
4.0960000000e+00,1.5712691744e+03
4.0965000000e+00,1.5714908575e+03
4.0970000000e+00,1.5717125401e+03
4.0975000000e+00,1.5719342223e+03
4.0980000000e+00,1.5721559041e+03
4.0985000000e+00,1.5723775853e+03
4.0990000000e+00,1.5725992662e+03
4.0995000000e+00,1.5728209465e+03
4.1000000000e+00,1.5730426265e+03
4.1005000000e+00,1.5732643059e+03
4.1010000000e+00,1.5734859849e+03
4.1015000000e+00,1.5737076635e+03
4.1020000000e+00,1.5739293416e+03
4.1025000000e+00,1.5741510192e+03
4.1030000000e+00,1.5743726964e+03
4.1035000000e+00,1.5745943731e+03
4.1040000000e+00,1.5748160494e+03
4.1045000000e+00,1.5750377252e+03
4.1050000000e+00,1.5752594005e+03
4.1055000000e+00,1.5754810754e+03
4.1060000000e+00,1.5757027498e+03
4.1065000000e+00,1.5759244238e+03
4.1070000000e+00,1.5761460972e+03
4.1075000000e+00,1.5763677703e+03
4.1080000000e+00,1.5765894428e+03
4.1085000000e+00,1.5768111149e+03
4.1090000000e+00,1.5770327865e+03
4.1095000000e+00,1.5772544577e+03
4.1100000000e+00,1.5774761284e+03
4.1105000000e+00,1.5776977986e+03
4.1110000000e+00,1.5779194684e+03
4.1115000000e+00,1.5781411377e+03
4.1120000000e+00,1.5783628065e+03
4.1125000000e+00,1.5785844748e+03
4.1130000000e+00,1.5788061427e+03
4.1135000000e+00,1.5790278101e+03
4.1140000000e+00,1.5792494770e+03
4.1145000000e+00,1.5794711435e+03
4.1150000000e+00,1.5796928095e+03
4.1155000000e+00,1.5799144750e+03
4.1160000000e+00,1.5801361400e+03
4.1165000000e+00,1.5803578046e+03
4.1170000000e+00,1.5805794686e+03
4.1175000000e+00,1.5808011323e+03
4.1180000000e+00,1.5810227954e+03
4.1185000000e+00,1.5812444580e+03
4.1190000000e+00,1.5814661202e+03
4.1195000000e+00,1.5816877819e+03
4.1200000000e+00,1.5819094431e+03
4.1205000000e+00,1.5821311038e+03
4.1210000000e+00,1.5823527641e+03
4.1215000000e+00,1.5825744238e+03
4.1220000000e+00,1.5827960831e+03
4.1225000000e+00,1.5830177419e+03
4.1230000000e+00,1.5832394002e+03
4.1235000000e+00,1.5834610581e+03
4.1240000000e+00,1.5836827154e+03
4.1245000000e+00,1.5839043723e+03
4.1250000000e+00,1.5841260286e+03
4.1255000000e+00,1.5843476845e+03
4.1260000000e+00,1.5845693399e+03
4.1265000000e+00,1.5847909948e+03
4.1270000000e+00,1.5850126492e+03
4.1275000000e+00,1.5852343032e+03
4.1280000000e+00,1.5854559566e+03
4.1285000000e+00,1.5856776096e+03
4.1290000000e+00,1.5858992620e+03
4.1295000000e+00,1.5861209140e+03
4.1300000000e+00,1.5863425655e+03
4.1305000000e+00,1.5865642164e+03
4.1310000000e+00,1.5867858669e+03
4.1315000000e+00,1.5870075169e+03
4.1320000000e+00,1.5872291664e+03
4.1325000000e+00,1.5874508154e+03
4.1330000000e+00,1.5876724639e+03
4.1335000000e+00,1.5878941119e+03
4.1340000000e+00,1.5881157594e+03
4.1345000000e+00,1.5883374064e+03
4.1350000000e+00,1.5885590530e+03
4.1355000000e+00,1.5887806990e+03
4.1360000000e+00,1.5890023445e+03
4.1365000000e+00,1.5892239895e+03
4.1370000000e+00,1.5894456340e+03
4.1375000000e+00,1.5896672780e+03
4.1380000000e+00,1.5898889215e+03
4.1385000000e+00,1.5901105645e+03
4.1390000000e+00,1.5903322070e+03
4.1395000000e+00,1.5905538490e+03
4.1400000000e+00,1.5907754905e+03
4.1405000000e+00,1.5909971315e+03
4.1410000000e+00,1.5912187719e+03
4.1415000000e+00,1.5914404119e+03
4.1420000000e+00,1.5916620514e+03
4.1425000000e+00,1.5918836903e+03
4.1430000000e+00,1.5921053288e+03
4.1435000000e+00,1.5923269667e+03
4.1440000000e+00,1.5925486041e+03
4.1445000000e+00,1.5927702410e+03
4.1450000000e+00,1.5929918774e+03
4.1455000000e+00,1.5932135133e+03
4.1460000000e+00,1.5934351487e+03
4.1465000000e+00,1.5936567836e+03
4.1470000000e+00,1.5938784179e+03
4.1475000000e+00,1.5941000518e+03
4.1480000000e+00,1.5943216851e+03
4.1485000000e+00,1.5945433179e+03
4.1490000000e+00,1.5947649502e+03
4.1495000000e+00,1.5949865820e+03
4.1500000000e+00,1.5952082132e+03
4.1505000000e+00,1.5954298439e+03
4.1510000000e+00,1.5956514742e+03
4.1515000000e+00,1.5958731039e+03
4.1520000000e+00,1.5960947330e+03
4.1525000000e+00,1.5963163617e+03
4.1530000000e+00,1.5965379898e+03
4.1535000000e+00,1.5967596175e+03
4.1540000000e+00,1.5969812446e+03
4.1545000000e+00,1.5972028711e+03
4.1550000000e+00,1.5974244972e+03
4.1555000000e+00,1.5976461227e+03
4.1560000000e+00,1.5978677477e+03
4.1565000000e+00,1.5980893722e+03
4.1570000000e+00,1.5983109961e+03
4.1575000000e+00,1.5985326195e+03
4.1580000000e+00,1.5987542424e+03
4.1585000000e+00,1.5989758648e+03
4.1590000000e+00,1.5991974867e+03
4.1595000000e+00,1.5994191080e+03
4.1600000000e+00,1.5996407287e+03
4.1605000000e+00,1.5998623490e+03
4.1610000000e+00,1.6000839687e+03
4.1615000000e+00,1.6003055879e+03
4.1620000000e+00,1.6005272066e+03
4.1625000000e+00,1.6007488247e+03
4.1630000000e+00,1.6009704423e+03
4.1635000000e+00,1.6011920593e+03
4.1640000000e+00,1.6014136759e+03
4.1645000000e+00,1.6016352918e+03
4.1650000000e+00,1.6018569073e+03
4.1655000000e+00,1.6020785222e+03
4.1660000000e+00,1.6023001366e+03
4.1665000000e+00,1.6025217504e+03
4.1670000000e+00,1.6027433638e+03
4.1675000000e+00,1.6029649765e+03
4.1680000000e+00,1.6031865887e+03
4.1685000000e+00,1.6034082004e+03
4.1690000000e+00,1.6036298116e+03
4.1695000000e+00,1.6038514222e+03
4.1700000000e+00,1.6040730323e+03
4.1705000000e+00,1.6042946418e+03
4.1710000000e+00,1.6045162508e+03
4.1715000000e+00,1.6047378592e+03
4.1720000000e+00,1.6049594671e+03
4.1725000000e+00,1.6051810745e+03
4.1730000000e+00,1.6054026813e+03
4.1735000000e+00,1.6056242875e+03
4.1740000000e+00,1.6058458932e+03
4.1745000000e+00,1.6060674984e+03
4.1750000000e+00,1.6062891030e+03
4.1755000000e+00,1.6065107071e+03
4.1760000000e+00,1.6067323106e+03
4.1765000000e+00,1.6069539136e+03
4.1770000000e+00,1.6071755160e+03
4.1775000000e+00,1.6073971179e+03
4.1780000000e+00,1.6076187192e+03
4.1785000000e+00,1.6078403200e+03
4.1790000000e+00,1.6080619202e+03
4.1795000000e+00,1.6082835199e+03
4.1800000000e+00,1.6085051190e+03
4.1805000000e+00,1.6087267176e+03
4.1810000000e+00,1.6089483156e+03
4.1815000000e+00,1.6091699130e+03
4.1820000000e+00,1.6093915099e+03
4.1825000000e+00,1.6096131063e+03
4.1830000000e+00,1.6098347021e+03
4.1835000000e+00,1.6100562973e+03
4.1840000000e+00,1.6102778920e+03
4.1845000000e+00,1.6104994861e+03
4.1850000000e+00,1.6107210796e+03
4.1855000000e+00,1.6109426726e+03
4.1860000000e+00,1.6111642651e+03
4.1865000000e+00,1.6113858569e+03
4.1870000000e+00,1.6116074482e+03
4.1875000000e+00,1.6118290390e+03
4.1880000000e+00,1.6120506292e+03
4.1885000000e+00,1.6122722188e+03
4.1890000000e+00,1.6124938079e+03
4.1895000000e+00,1.6127153964e+03
4.1900000000e+00,1.6129369843e+03
4.1905000000e+00,1.6131585717e+03
4.1910000000e+00,1.6133801585e+03
4.1915000000e+00,1.6136017447e+03
4.1920000000e+00,1.6138233304e+03
4.1925000000e+00,1.6140449155e+03
4.1930000000e+00,1.6142665000e+03
4.1935000000e+00,1.6144880840e+03
4.1940000000e+00,1.6147096674e+03
4.1945000000e+00,1.6149312502e+03
4.1950000000e+00,1.6151528324e+03
4.1955000000e+00,1.6153744141e+03
4.1960000000e+00,1.6155959952e+03
4.1965000000e+00,1.6158175758e+03
4.1970000000e+00,1.6160391557e+03
4.1975000000e+00,1.6162607351e+03
4.1980000000e+00,1.6164823140e+03
4.1985000000e+00,1.6167038922e+03
4.1990000000e+00,1.6169254699e+03
4.1995000000e+00,1.6171470470e+03
4.2000000000e+00,1.6173686235e+03
4.2005000000e+00,1.6175901994e+03
4.2010000000e+00,1.6178117748e+03
4.2015000000e+00,1.6180333496e+03
4.2020000000e+00,1.6182549238e+03
4.2025000000e+00,1.6184764974e+03
4.2030000000e+00,1.6186980705e+03
4.2035000000e+00,1.6189196429e+03
4.2040000000e+00,1.6191412148e+03
4.2045000000e+00,1.6193627861e+03
4.2050000000e+00,1.6195843569e+03
4.2055000000e+00,1.6198059270e+03
4.2060000000e+00,1.6200274966e+03
4.2065000000e+00,1.6202490656e+03
